1,오렌지칠,0507-1465-3505,세종 국책연구원3로 6 114호,10:30 ~ 21:30,일,21시,모히또라떼," ₩	6,000 ",5,0,0,x,0,0,오렌지색 인테리어로 따듯한 감성을 느낄 수 있고 오렌지가들어간 시그니처 메뉴들을 즐길 수 있는 카페
,,,,12:00 ~ 18:00,,17:30,오리진라떼," ₩	5,500 ",외부 2,,,,,,
,,,,,,,제주감귤주스," ₩	6,000 ",,,,,,,
,,,,,,,아이스티블렌드," ₩	5,500 ",,,,,,,
,,,,,,,오렌지가든," ₩	6,000 ",,,,,,,
,,,,,,,초코칩쿠키," ₩	3,500 ",,,,,,,
,,,,,,,뱅쇼," ₩	7,000 ",,,,,,,
,,,,,,,,,,,,,,,
2,해피포키,0507-1467-0821,세종 한누리대로 1952 반곡타워 110B호,08:30 ~ 18:30,일,18:15,쿠키퓨페너," ₩	5,500 ",5,0,0,0,0,x,음료부터 브런치 디저트까지 무엇하나 빠지지않고 맛있는 집을 찾고싶을때 갈 수 있는 카페
,,,,토 10:00 ~ 16:00,,15:45,단짠라떼," ₩	5,500 ",,,,,,,
,,,,,,,피치망고플라워," ₩	5,500 ",,,,,,,
,,,,,,,피치밀크티," ₩	5,500 ",,,,,,,
,,,,,,,브런치,,,,,,,,
,,,,,,,해피브런치 / 애그베네딕트,1.6 / 1.5 ,,,,,,,
,,,,,,,샌드위치 / 새우아보카도오픈샌드위치,6.0 / 7.5,,,,,,,
,,,,,,,,,,,,,,,
3,더블유비,0507-1433-9604,세종 시청대로 580 105호 ,10:00 ~ 19:00,일,18:30,아메리카노," ₩	4,000 ",7,0,0,0,0,x,블랙&화이트의 감각적인 인스타감성의 인테리어와 맛있는 커피와 디저트를 즐기는 여유를 느낄 수 있는 카페
,,,,,,,플랫화이트," ₩	4,500 ",,,,,,,
,,,,,,,딸기라떼," ₩	6,500 ",,,,,,,
,,,,,,,초콜릿타르트," ₩	6,500 ",,,,,,,
,,,,,,,꿀밤케이크," ₩	6,500 ",,,,,,,
,,,,,,,생크림스콘," ₩	4,500 ",,,,,,,
,,,,,,,,,,,,,,,
4,카페프랩,010-5227-3017,세종 국책연구원3로 6 106호,08:00 ~ 20:00,토,19:30,흑임자크림라떼," ₩	5,500 ",4,0,0,x,0,x,두명의 바리스타가 매일 맛있는 한잔을 위해 정성을 다해 준비하는 맛과 멋 두마리토끼를 한번에 다 잡은 카페
,,,,일 10:00 ~ 20:00,,19:30,아이스크림라떼," ₩	6,000 ",,,,,,,
,,,,,,,아쌈밀크티," ₩	5,500 ",,,,,,,
,,,,,,,골드캐러맬," ₩	5,500 ",,,,,,,
,,,,,,,화이트초콜릿모카," ₩	5,000 ",,,,,,,
,,,,,,,,,,,,,,,
5,리아스커피,0507-1329-6450,세종 한누리대로 1934 메인타워1층 107~110호 ,08:00 ~ 22:00,없음,21:30,아메리카노," ₩	4,000 ",16,0,0,x,0,x,커피에 진심인 사장님이 운영하는 카페로 넓고 쾌적한 매장과 혼자서 방문하여 공부하기에도 좋은 카페
,,,,08:00 ~ 19:00,,18:30,리아스점심커피," ₩	3,800 ",,,,,,,
,,,,,,,아몬드크림라떼," ₩	5,800 ",,,,,,,
,,,,,,,더치아메리카노," ₩	5,500 ",,,,,,,
,,,,,,,피자두주스," ₩	5,500 ",,,,,,,
,,,,,,,,,,,,,,,
6,토리,0507-1321-6196,세종 반곡로 8 수루배마을1단지 스몰마켓 상가S동 1층 S6호,11:00 ~ 18:00,"일,월",17:30,달고나,,2,0,0,0,0,x,착한 가격과 다르게 고급진 맛을 자랑하는 음료와 도넛을 함께 즐길 수 있는 카페
,,,,11:00 ~ 17:00,,16:30,밀크티/흑당밀크티/카페라떼/흑당카페라떼," ₩	3,800 ",,,,,,,
,,,,,,,아메리카노," ₩	2,900 ",,,,,,,
,,,,,,,고소한로투스라떼," ₩	3,800 ",,,,,,,
,,,,,,,도넛,,,,,,,,
,,,,,,,기본/팥찹쌀/미니찹쌀/고구마깨찰/초코볼,0.9/1.2/3.0/3.0/3.5,,,,,,,
,,,,,,,,,,,,,,,
7,컴홈,0507-1395-7559,"세종 한누리대로 1811 108호,109호",09:00 ~ 18:00,토,17:50,바닐라빈라떼," ₩	4,500 ",5,0,0,x,0,x, 한번 가보게 된다면 '왜 이제야왔지'라는 생각이 들게 만드는 카페
,,,,,,,코코넛커피스무디/땅콩크림라떼," ₩	5,500 ",,,,,,,
,,,,,,,얼그레이밀크티," ₩	5,500 ",,,,,,,
,,,,,,,요거트,,,,,,,,
