1,beebee,0507-1351-1160,세종 도움8로 91 세종마치 1층 102호,10:00 ~ 21:30,없음,21시,꿀밤라뗴," ₩	6,500 ",7,0,0,x,0,x,아늑한 인테리어와 비비커피만의 스페셜한 음료를 맛볼 수 있는 카페
,,,,"토,일 10:00 ~ 20:00",,19:30,미숫가루," ₩	4,500 ",,,,,,,제작케익도 전문적으로 하고있음
,,,,,,,곡물라떼," ₩	4,500 ",,,,,,,
,,,,,,,아인슈페너," ₩	5,800 ",,,,,,,
,,,,,,,크림라떼," ₩	6,000 ",,,,,,,
,,,,,,,,,,,,,,,
2,더해빙베이커리카페,044-960-6400,세종 다솜1로 20 3층 301호 (kt&g빌딩 c동 오피스텔 3층),카페. 09:00 ~ 22:00,없음,21:30,허니자몽블랙티," ₩	5,500 ",27,0,0,x,0,x,넓고 쾌적한 매장 브런치와 커피를 함께 즐길 수 있는 카페
,,,,브런치 10:30 ~ 19:00,,18:30,유자페퍼민트티," ₩	5,700 ",,,,,,,
,,,,,,,청포도에이드," ₩	6,900 ",,,,,,,
,,,,,,,딸기스무디," ₩	6,900 ",,,,,,,
,,,,,,,스트로베리피치스무디," ₩	6,900 ",,,,,,,
,,,,,,,구름프라페," ₩	6,900 ",,,,,,,
,,,,,,,마늘바게뜨," ₩	4,500 ",,,,,,,
,,,,,,,스콘," ₩	2,800 ",,,,,,,
,,,,,,,blt샌드위치," ₩	6,800 ",,,,,,,
,,,,,,,잠봉에그배네딕트," ₩	16,000 ",,,,,,,
,,,,,,,클래식치즈오믈렛," ₩	14,000 ",,,,,,,
,,,,,,,,,,,,,,,
3,라고바움,044-569-8137,세종 다솜로 185 1층 카페 라고바움,10:00 ~ 22:00,없음,20:30,아메리카노," ₩	3,800 ",1층 13,0,0,x,0,x, 넓고 쾌적한 매장에서호수공원뷰를 보며 여유를 즐길 수 있는 대형카페
,,,,,,,호수라떼," ₩	6,500 ",2층 21,,,,,,
,,,,,,,버터크림라떼," ₩	6,500 ",,,,,,,
,,,,,,,히비스커스레몬티," ₩	6,000 ",,,,,,,
,,,,,,,수제티 (자몽/레몬)," ₩	5,500 ",,,,,,,
,,,,,,,에이드 (수제자몽/수제레몬)," ₩	6,500 ",,,,,,,
,,,,,,,,,,,,,,,
4,틸로소피온재점,044-414-9566,세종 갈매로 363 1층,11:00 ~ 19:00,"매주 2,4 화",18:30,애프터눈티세트," ₩	58,000 ",10,0,0,x,0,x,높은 층고의 개방적인 느낌의 인테리어와 다양한 구성의 여러나라의 전통차를 맛볼 수 있는 카페
